Genetree,reference1,Mmi-a,Mmi-b,Han-a,Han-b,Sre-a,Sre-b,Cca-a,Cti-a,Eca-a,Cso-a
Asterales_Lsa_chr1_gene902,Lsa1g0902|XP_023771527|(33612724-33614918),Mmi12g1644|KAD4585591.1|(54771687-54777729),none,none,Han4g0546|XP_022001575|(20360765-20365050),none,none,Cca4g0727|XP_024972991|(17459663-17464691),Cti6g2756|CtAH06T0275600.1|(83492165-83498384),Eca7g0333|XP_043637663|(4236935-4242083),Cso2g0243|KAJ9559535.1|(3630143-3630330)
Asterales_Lsa_chr1_gene903,Lsa1g0903|XP_023771557|(33627031-33627501),Mmi18g2213|KAD2806107.1|(92022493-92022981),none,none,none,Sre2g5131|Streb.2G051310.1|(163370515-163371386),none,Cca4g0728|XP_024973321|(17471090-17471727),none,Eca7g0332|XP_043637255|(4233047-4233687),Cso2g0242|KAJ9559542.1|(3624273-3624755)
Asterales_Lsa_chr1_gene904,Lsa1g0904|XP_042755957|(33643440-33646508),none,Mmi5g0226|KAD6118850.1|(13647911-13661868),none,Han4g0545|XP_022001579|(20323729-20327932),none,Sre9g2137|Streb.9G021370.1|(43575852-43579216),Cca4g0729|XP_024973353|(17479130-17488979),Cti6g2754|CtAH06T0275400.1|(83447623-83457348),Eca7g0329|XP_043636564|(4213700-4218362),Cso2g0241|KAJ9559543.1|(3614331-3614650)
Asterales_Lsa_chr1_gene905,Lsa1g0905|XP_042755963|(33656128-33661140),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene906,Lsa1g0906|XP_023771532|(33687692-33688964),none,Mmi5g0223|KAD6118847.1|(13413882-13415899),Han2g0298|XP_022011610|(14863078-14865915),none,none,none,Cca4g0731|XP_024972963|(17497835-17500691),none,none,Cso2g0239|KAJ9559539.1|(3593365-3593684)
Asterales_Lsa_chr1_gene907,Lsa1g0907|XP_023771531|(33689363-33691738),Mmi12g1641|KAD4585588.1|(54641992-54647273),Mmi11g1228|KAD4889096.1|(38590425-38592918),none,Han4g0543|XP_022001582|(20306518-20322544),none,none,none,Cti6g2753|CtAH06T0275300.1|(83441213-83446272),Eca7g0327|XP_043637208|(4202427-4205589),Cso1g4323|KAJ9568217.1|(107646714-107647049)
Asterales_Lsa_chr1_gene908,Lsa1g0908|XP_023771534|(33692243-33695737),Mmi18g2214|KAD2806108.1|(92026999-92041260),Mmi5g0214|KAD6118838.1|(12175573-12189346),Han2g0294|XP_022034120|(14736790-14742416),none,Sre2g5133|Streb.2G051330.1|(163395495-163399141),Sre9g2133|Streb.9G021330.1|(43408631-43413882),Cca4g0732|XP_024972186|(17505652-17511050),Cti6g2750|CtAH06T0275000.4|(83414140-83423619),Eca7g0325|XP_043635418|(4192659-4197742),Cso2g0238|KAJ9559540.1|(3581248-3581390)
Asterales_Lsa_chr1_gene909,Lsa1g0909|XP_023771481|(33700799-33701288),none,none,Han2g0291|XP_022026076|(14701605-14702071),none,Sre2g6169|Streb.2G061690.1|(179081004-179082453),Sre9g2132|Streb.9G021320.1|(43406410-43406862),Cca4g0733|XP_024972189|(17514468-17514977),none,Eca7g0324|XP_043635421|(4189549-4189758),none
Asterales_Lsa_chr1_gene910,Lsa1g0910|XP_023771535|(33701547-33705152),none,Mmi5g0213|KAD6118837.1|(12074423-12075590),Han2g0290|XP_022026074|(14697754-14701020),none,none,Sre9g2131|Streb.9G021310.1|(43391903-43395662),Cca4g0734|XP_024972188|(17515413-17522448),none,Eca7g0323|XP_043635420|(4185063-4188165),Cso2g0237|KAJ9559715.1|(3571775-3571959)
Asterales_Lsa_chr1_gene911,Lsa1g0911|XP_023771537|(33713450-33716523),none,Mmi5g0212|KAD6118836.1|(12000151-12023325),Han2g0278|XP_022001496|(14367600-14374045),Han4g0540|XP_022001586|(20243388-20248693),none,Sre9g2130|Streb.9G021300.1|(43380256-43384219),Cca4g0735|XP_024973327|(17527469-17538430),Cti6g2748|CtAH06T0274800.1|(83389594-83397321),Eca7g0322|XP_043637466|(4172440-4176896),Cso2g0236|KAJ9559713.1|(3559734-3559961)
Asterales_Lsa_chr1_gene912,Lsa1g0912|XP_023771538|(33730794-33732934),Mmi12g1637|KAD4585584.1|(54439234-54443422),none,none,Han4g0536|XP_022001590|(20185745-20189880),Sre2g5136|Streb.2G051360.1|(163465726-163467868),none,Cca4g0736|XP_024972263|(17544906-17550593),Cti6g2747|CtAH06T0274700.1|(83377949-83387006),Eca7g0321|XP_043637469|(4164409-4169029),Cso2g0234|KAJ9559714.1|(3550278-3550604)
Asterales_Lsa_chr1_gene913,Lsa1g0913|XP_023771539|(33753598-33757275),Mmi18g2217|KAD2806111.1|(92092971-92096107),Mmi11g1240|KAD4889108.1|(38827548-38833230),none,none,Sre2g5138|Streb.2G051380.1|(163559619-163562268),none,Cca4g0737|XP_024972924|(17559613-17563854),Cti6g2746|CtAH06T0274600.1|(83354756-83359096),none,none
Asterales_Lsa_chr1_gene914,Lsa1g0914|XP_023771540|(33841169-33847779),none,Mmi11g1243|KAD4889111.1|(38903009-38905641),none,none,none,none,Cca4g0738|XP_024973447|(17572576-17576954),none,none,Cso2g0232|KAJ9559721.1|(3516419-3516601)
Asterales_Lsa_chr1_gene915,Lsa1g0915|XP_023771482|(33863395-33873576),none,none,Han2g0276|XP_022011238|(14287935-14291025),none,Sre2g6164|Streb.2G061640.1|(179003493-179008176),Sre9g2129|Streb.9G021290.1|(43335238-43342085),none,Cti6g2745|CtAH06T0274500.1|(83337624-83342405),none,Cso2g0231|KAJ9559720.1|(3503476-3503658)
Asterales_Lsa_chr1_gene916,Lsa1g0916|XP_042752232|(33940794-33942325),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene917,Lsa1g0917|XP_023771483|(33990947-34001326),none,Mmi5g0210|KAD6118834.1|(11861797-11863609),Han2g0275|XP_035835289|(14259016-14266775),none,Sre2g6163|Streb.2G061630.1|(178988654-178996084),Sre9g2127|Streb.9G021270.1|(43296380-43316352),none,Cti6g2744|CtAH06T0274400.1|(83312922-83315885),Eca7g0320|XP_043637801|(4157429-4159823),Cso2g0230|KAJ9559722.1|(3493326-3493508)
Asterales_Lsa_chr1_gene918,Lsa1g0918|XP_023771542|(34045522-34047093),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene919,Lsa1g0919|XP_023771543|(34064075-34068876),none,Mmi5g0198|KAD6118822.1|(10131116-10163685),Han2g0272|XP_022011245|(14162071-14171226),Han4g0534|XP_021989801|(20021051-20029805),Sre2g6161|Streb.2G061610.1|(178973113-178978096),Sre9g2123|Streb.9G021230.1|(42858798-42867053),Cca4g0740|XP_024972671|(17591256-17602685),Cti6g2740|CtAH06T0274000.1|(83265056-83277584),Eca7g0319|XP_043635769|(4132811-4142536),Cso2g0227|KAJ9559546.1|(3477198-3477608)
Asterales_Lsa_chr1_gene920,Lsa1g0920|XP_023771544|(34072397-34075015),none,Mmi11g1254|KAD4889122.1|(39147327-39156072),Han2g0271|XP_022011249|(14155666-14159397),none,none,none,Cca4g0741|XP_024972622|(17603542-17608226),none,Eca7g0318|XP_043635743|(4126729-4130107),Cso2g0226|KAJ9559545.1|(3463610-3463786)
Asterales_Lsa_chr1_gene921,Lsa1g0921|XP_023771546|(34075993-34079728),none,Mmi5g0196|KAD6118820.1|(10090574-10099653),Han2g0270|XP_022011261|(14139143-14144148),none,none,Sre9g2122|Streb.9G021220.1|(42824530-42828391),Cca4g0742|XP_024973023|(17609127-17615718),Cti6g2739|CtAH06T0273900.1|(83247830-83262813),Eca7g0317|XP_043636246|(4122037-4126260),Cso2g0225|KAJ9559547.1|(3456207-3456291)
Asterales_Lsa_chr1_gene922,Lsa1g0922|XP_023771560|(34219222-34219563),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene923,Lsa1g0923|XP_023771547|(34263666-34265655),Mmi12g1634|KAD4585581.1|(53160945-53162835),Mmi5g0195|KAD6118819.1|(9921012-9922731),Han2g0269|XP_022011269|(14108355-14110543),Han4g0533|XP_021989802|(20007540-20009539),Sre2g5148|Streb.2G051480.1|(163831135-163832520),Sre9g2121|Streb.9G021210.1|(42802588-42804523),Cca4g0743|XP_024972780|(17622810-17625029),Cti6g2738|CtAH06T0273800.1|(83227584-83237959),Eca7g0315|XP_043636220|(4092193-4094298),Cso2g0222|KAJ9559544.1|(3417878-3417926)
Asterales_Lsa_chr1_gene924,Lsa1g0924|XP_023771561|(34356484-34356783),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene925,Lsa1g0925|XP_023771562|(34479798-34480922),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene926,Lsa1g0926|XP_023771564|(34486228-34486882),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene927,Lsa1g0927|XP_023771565|(34501701-34504932),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene928,Lsa1g0928|XP_023771566|(34568375-34569589),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene929,Lsa1g0929|XP_023771568|(34572009-34572970),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene930,Lsa1g0930|XP_023771548|(34666360-34667863),none,Mmi5g0192|KAD6118816.1|(9165581-9166925),Han2g0265|XP_022011296|(13835539-13837068),none,none,Sre9g2120|Streb.9G021200.1|(42538474-42539905),Cca4g0744|XP_024972892|(17661962-17664414),Cti6g2737|CtAH06T0273700.1|(83188311-83190530),Eca7g0314|XP_043637200|(4055762-4056952),Cso2g0221|KAJ9559486.1|(3379204-3379435)
Asterales_Lsa_chr1_gene931,Lsa1g0931|XP_023771549|(34704896-34706967),Mmi12g1631|KAD4585578.1|(52758359-52762556),Mmi11g1266|KAD4889134.1|(39441022-39442686),none,Han4g0523|XP_022026761|(19338265-19340201),Sre2g2366|Streb.2G023660.1|(97062460-97064301),none,Cca4g0745|XP_024972078|(17668688-17670477),Cti6g2736|CtAH06T0273600.1|(83182698-83184362),Eca7g0313|XP_043637800|(4048335-4050176),none
Asterales_Lsa_chr1_gene932,Lsa1g0932|XP_023771569|(34736446-34739539),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene933,Lsa1g0933|XP_023771550|(34751681-34753105),none,Mmi5g0190|KAD6118814.1|(9088068-9088946),Han2g0264|XP_022011300|(13711291-13712652),none,none,none,Cca4g0747|XP_024972829|(17689750-17691237),Cti6g2734|CtAH06T0273400.1|(83158487-83160177),none,none
Asterales_Lsa_chr1_gene934,Lsa1g0934|XP_023771484|(34757028-34759966),none,Mmi5g0189|KAD6118813.1|(9079094-9085982),Han2g0263|XP_022011310|(13700125-13704385),none,Sre2g6148|Streb.2G061480.1|(178778466-178780436),Sre9g2119|Streb.9G021190.1|(42490660-42498392),Cca4g0749|XP_024973345|(17708360-17712988),Cti6g2732|CtAH06T0273200.1|(83135822-83140289),Eca7g0307|XP_043637794|(3980505-3984463),Cso2g0219|KAJ9559484.1|(3330092-3330412)
Asterales_Lsa_chr1_gene935,Lsa1g0935|XP_023771551|(34765529-34769306),none,Mmi5g0188|KAD6118812.1|(9046000-9053715),Han2g0260|XP_022011317|(13642769-13653232),Han4g0521|XP_021987978|(19230176-19238243),none,Sre9g2112|Streb.9G021120.1|(41937643-41951100),Cca4g0750|XP_024972397|(17714888-17724928),Cti6g2731|CtAH06T0273100.1|(83116341-83128404),Eca7g0306|XP_043635945|(3970232-3979499),Cso2g0218|KAJ9559488.1|(3325372-3325659)
Asterales_Lsa_chr1_gene936,Lsa1g0936|XP_023771553|(34817802-34819997),none,none,Han2g0255|XP_021989704|(13450454-13451900),none,Sre2g6147|Streb.2G061470.1|(178731548-178733559),none,Cca4g0751|XP_024973435|(17740802-17746147),none,Eca7g0305|XP_043637226|(3960277-3962348),Cso1g3899|KAJ9567857.1|(99636202-99636671)
Asterales_Lsa_chr1_gene937,Lsa1g0937|XP_023771555|(34835108-34839325),Mmi12g1627|KAD4585574.1|(52590083-52598228),Mmi5g0186|KAD6118810.1|(9014732-9024155),Han2g0253|XP_022011345|(13395826-13403457),Han4g0510|XP_022033924|(18378022-18385398),Sre2g2364|Streb.2G023640.1|(97015919-97026779),Sre9g2111|Streb.9G021110.1|(41926718-41934282),Cca4g0752|XP_024972315|(17748619-17756110),none,Eca7g0304|XP_043636857|(3946131-3953278),Cso2g0216|KAJ9559691.1|(3179730-3179853)
Asterales_Lsa_chr1_gene938,Lsa1g0938|XP_023748467|(34861784-34862972),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene939,Lsa1g0939|XP_023748465|(35021102-35026118),none,none,none,none,none,none,Cca4g0764|XP_024973253|(17900419-17914145),none,Eca7g0289|XP_043637792|(3761651-3765886),none
Asterales_Lsa_chr1_gene940,Lsa1g0940|XP_023748442|(35034262-35036955),none,none,none,none,Sre2g6139|Streb.2G061390.1|(178645231-178648800),none,Cca4g0763|XP_024972083|(17892396-17897266),Cti6g2730|CtAH06T0273000.1|(83103447-83115685),none,Cso1g3910|KAJ9567801.1|(99956827-99956847)
Asterales_Lsa_chr1_gene941,Lsa1g0941|XP_023748454|(35053205-35055627),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene942,Lsa1g0942|XP_023748469|(35149425-35150262),none,none,none,none,none,Sre9g2105|Streb.9G021050.1|(41795292-41795940),Cca4g0761|XP_024973097|(17862521-17863208),Cti6g2729|CtAH06T0272900.1|(83058494-83059239),none,none
Asterales_Lsa_chr1_gene943,Lsa1g0943|XP_023748461|(35266651-35270305),none,none,none,none,none,none,Cca4g0760|XP_024973133|(17841685-17850807),Cti6g2728|CtAH06T0272800.1|(83039630-83047071),Eca7g0292|XP_043636273|(3791842-3798458),none
Asterales_Lsa_chr1_gene944,Lsa1g0944|XP_023748459|(35275685-35278499),none,none,none,none,Sre2g5169|Streb.2G051690.1|(164422408-164425736),Sre9g2106|Streb.9G021060.1|(41814358-41818675),Cca4g0759|XP_024973346|(17831853-17838553),Cti6g2727|CtAH06T0272700.1|(83028309-83034984),Eca7g0293|XP_043637344|(3800258-3804616),none
Asterales_Lsa_chr1_gene945,Lsa1g0945|XP_023748466|(35290810-35292288),none,none,none,none,none,Sre9g2108|Streb.9G021080.1|(41854129-41856103),Cca4g0758|XP_024972845|(17818893-17823660),Cti6g2726|CtAH06T0272600.1|(83017024-83022515),Eca7g0295|XP_043636659|(3834573-3837679),none
Asterales_Lsa_chr1_gene946,Lsa1g0946|XP_023748460|(35295060-35296400),none,none,none,none,none,Sre9g2109|Streb.9G021090.1|(41858143-41859990),Cca4g0757|XP_024973391|(17815515-17818499),Cti6g2725|CtAH06T0272500.1|(83007309-83011264),Eca7g0296|XP_043636464|(3839015-3842188),none
Asterales_Lsa_chr1_gene947,Lsa1g0947|XP_023748447|(35318571-35320932),none,Mmi11g1285|KAD4889153.1|(39989303-39993736),none,none,none,none,Cca4g0755|XP_024972674|(17802138-17807133),Cti6g2724|CtAH06T0272400.1|(82990578-83002382),Eca7g0299|XP_043635364|(3857761-3860964),none
Asterales_Lsa_chr1_gene948,Lsa1g0948|XP_023748443|(35324072-35326666),Mmi12g1623|KAD4585570.1|(52407939-52417985),none,none,Han4g0506|XP_035845677|(18269534-18275468),Sre2g2363|Streb.2G023630.1|(96931196-96934461),none,Cca4g0754|XP_024973101|(17799040-17801767),Cti6g2723|CtAH06T0272300.1|(82984962-83003705),Eca7g0300|XP_043635360|(3859411-3864997),none
Asterales_Lsa_chr1_gene949,Lsa1g0949|XP_023748448|(35322922-35324435),none,none,none,Han4g0504|XP_022016095|(18132941-18137752),Sre2g2362|Streb.2G023620.1|(96925280-96930078),none,Cca4g0755|XP_024972674|(17802138-17807133),none,Eca7g0298|XP_043637793|(3853445-3856193),none
Asterales_Lsa_chr1_gene950,Lsa1g0950|XP_023748453|(35328273-35330481),none,Mmi5g0179|KAD6118803.1|(8757980-8761544),Han2g0247|XP_022011378|(13257288-13263991),none,none,Sre9g2110|Streb.9G021100.1|(41869542-41874765),Cca4g0753|XP_024972776|(17790957-17797057),Cti6g2722|CtAH06T0272200.1|(82972507-82980254),Eca7g0302|XP_043635363|(3882912-3886796),none
Asterales_Lsa_chr1_gene951,Lsa1g0951|XP_023748449|(35335028-35339244),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene952,Lsa1g0952|XP_023748455|(35722773-35725162),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene953,Lsa1g0953|XP_023748457|(35780857-35781327),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene954,Lsa1g0954|XP_023748458|(35781476-35781892),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene955,Lsa1g0955|XP_023742819|(35931572-35932033),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene956,Lsa1g0956|XP_023741105|(35959492-35960956),none,Mmi11g1307|KAD4889175.1|(40314730-40315614),none,Han4g0492|XP_021977874|(17660590-17662568),Sre2g5175|Streb.2G051750.1|(164476041-164478619),none,Cca4g0767|XP_024973242|(17951516-17955443),Cti6g2718|CtAH06T0271800.1|(82864975-82869879),Eca7g0288|XP_043636320|(3733734-3736202),Cso2g0213|KAJ9559689.1|(3110673-3111081)
Asterales_Lsa_chr1_gene957,Lsa1g0957|XP_042756034|(36022401-36027440),none,Mmi5g0170|KAD6118794.1|(8216341-8224189),Han2g0236|XP_022011401|(12985206-12991821),none,Sre2g2358|Streb.2G023580.1|(96474729-96491511),none,none,none,none,Cso1g3912|KAJ9567872.1|(99991400-99991991)
Asterales_Lsa_chr1_gene958,Lsa1g0958|XP_023762370|(36034436-36038648),Mmi12g1612|KAD4585559.1|(51449583-51454739),none,none,Han4g0489|XP_021977871|(17646458-17653366),Sre2g2357|Streb.2G023570.1|(96465400-96471525),none,Cca4g0768|XP_024972084|(17956975-17962217),Cti6g2717|CtAH06T0271700.1|(82857898-82864500),Eca7g0287|XP_043636142|(3725528-3730559),Cso2g0212|KAJ9559690.1|(3107163-3107231)
Asterales_Lsa_chr1_gene959,Lsa1g0959|XP_023762097|(36041153-36046616),Mmi12g1610|KAD4585557.1|(51417770-51426678),none,none,Han4g0488|XP_021977870|(17637212-17643314),Sre2g6136|Streb.2G061360.1|(178582673-178587183),Sre9g2097|Streb.9G020970.1|(41234202-41243041),Cca4g0769|XP_024972190|(17965733-17974493),Cti6g2716|CtAH06T0271600.1|(82841486-82853119),Eca7g0286|XP_043635672|(3714184-3721075),Cso2g0211|KAJ9559688.1|(3086227-3086833)
Asterales_Lsa_chr1_gene960,Lsa1g0960|XP_023762462|(36049826-36050493),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene961,Lsa1g0961|XP_023762362|(36092463-36093487),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene962,Lsa1g0962|XP_023762085|(36131859-36133282),none,none,none,none,none,none,Cca4g0770|XP_024972621|(18014419-18018304),Cti6g2715|CtAH06T0271500.1|(82796352-82800506),none,none
Asterales_Lsa_chr1_gene963,Lsa1g0963|XP_023762071|(36300138-36302117),Mmi12g1601|KAD4585548.1|(50923287-50924357),Mmi11g1313|KAD4889181.1|(40380635-40381444),Han2g0232|XP_022010875|(12830438-12832570),Han4g0474|XP_035845129|(16843938-16844798),Sre2g2355|Streb.2G023550.1|(96384212-96386899),none,Cca4g0771|XP_024972085|(18057052-18058290),none,none,Cso2g0209|KAJ9559492.1|(3013167-3013276)
Asterales_Lsa_chr1_gene964,Lsa1g0964|XP_023762062|(36335545-36342455),none,Mmi5g0163|KAD6118787.1|(7627655-7636704),Han2g0231|XP_035835193|(12822799-12828775),none,none,Sre9g2096|Streb.9G020960.1|(41157211-41164372),Cca4g0772|XP_024973169|(18063029-18071229),Cti6g2713|CtAH06T0271300.1|(82733050-82745552),Eca7g0283|XP_043636085|(3658797-3663100),Cso2g0208|KAJ9559493.1|(3002939-3003055)
Asterales_Lsa_chr1_gene965,Lsa1g0965|XP_023762356|(36414467-36414930),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene966,Lsa1g0966|XP_023762041|(36419333-36426599),none,Mmi5g0162|KAD6118786.1|(7371910-7385824),Han2g0228|XP_035835186|(12596771-12608686),Han4g0473|XP_022033900|(16785880-16798673),Sre2g2354|Streb.2G023540.1|(96304211-96315301),Sre9g2094|Streb.9G020940.1|(41063452-41073303),Cca4g0773|XP_024972086|(18093359-18106643),Cti6g2712|CtAH06T0271200.1|(82681961-82706387),Eca7g0279|XP_043636549|(3593304-3604116),Cso2g0207|KAJ9559499.1|(2961222-2961380)
Asterales_Lsa_chr1_gene967,Lsa1g0967|XP_023762033|(36440432-36443513),none,Mmi5g0161|KAD6118785.1|(7232335-7240235),Han2g0226|XP_022010776|(12574793-12586293),Han4g0472|XP_022033906|(16774157-16781897),none,Sre9g2092|Streb.9G020920.1|(41049365-41054201),Cca4g0774|XP_024972286|(18113813-18121268),Cti6g2711|CtAH06T0271100.1|(82671549-82679493),Eca7g0278|XP_043636148|(3579700-3585268),Cso2g0206|KAJ9559498.1|(2951392-2951575)
Asterales_Lsa_chr1_gene968,Lsa1g0968|XP_023762030|(36455382-36460437),none,Mmi5g0160|KAD6118784.1|(7123872-7127360),Han2g0225|XP_022010750|(12524357-12529238),none,none,Sre9g2091|Streb.9G020910.1|(41017959-41022565),Cca4g0775|XP_024972087|(18123680-18126663),Cti6g2710|CtAH06T0271000.1|(82658870-82662392),none,Cso2g0205|KAJ9559495.1|(2939655-2942262)
Asterales_Lsa_chr1_gene969,Lsa1g0969|XP_023762012|(36461561-36463903),Mmi12g1599|KAD4585546.1|(50793797-50797947),Mmi11g1320|KAD4889188.1|(40438674-40440946),none,Han4g0470|XP_022033908|(16763344-16767537),Sre2g2351|Streb.2G023510.1|(96271274-96273971),none,Cca4g0777|XP_024972514|(18139549-18144742),Cti6g2709|CtAH06T0270900.1|(82641659-82645139),Eca7g0276|XP_043635610|(3551370-3555891),Cso2g0204|KAJ9559496.1|(2923506-2923599)
Asterales_Lsa_chr1_gene970,Lsa1g0970|XP_023762001|(36473049-36476813),Mmi12g1598|KAD4585545.1|(50754676-50760198),Mmi5g0159|KAD6118783.1|(6904286-6916767),Han2g0223|XP_022010743|(12506009-12517079),Han4g0469|XP_022033912|(16731532-16740329),Sre2g2350|Streb.2G023500.1|(96261743-96267398),Sre9g2090|Streb.9G020900.1|(40984641-40990451),Cca4g0778|XP_024972149|(18150076-18158492),Cti6g2706|CtAH06T0270600.1|(82615413-82625238),Eca7g0275|XP_043635607|(3540891-3553239),Cso2g0203|KAJ9559497.1|(2908974-2910138)
Asterales_Lsa_chr1_gene971,Lsa1g0971|XP_023761990|(36512267-36513527),none,none,none,none,none,none,Cca4g0779|XP_024973003|(18164532-18165542),Cti6g2705|CtAH06T0270500.1|(82599813-82602446),none,none
Asterales_Lsa_chr1_gene972,Lsa1g0972|XP_023761972|(36525743-36529248),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene973,Lsa1g0973|XP_023761959|(36530674-36534334),none,Mmi5g0157|KAD6118781.1|(6824812-6835518),Han2g0219|XP_022011166|(12310653-12322479),none,Sre2g6122|Streb.2G061220.1|(178380921-178386219),Sre9g2088|Streb.9G020880.1|(40969202-40975395),Cca4g0780|XP_024972538|(18179328-18187614),Cti6g2704|CtAH06T0270400.1|(82547462-82565404),Eca7g0271|XP_043637734|(3491879-3499732),Cso2g0202|KAJ9559658.1|(2880310-2880426)
Asterales_Lsa_chr1_gene974,Lsa1g0974|XP_042756050|(36537998-36541034),none,Mmi5g0155|KAD6118779.1|(6803345-6806587),Han2g0218|XP_022011160|(12306453-12309277),none,Sre2g5184|Streb.2G051840.1|(164614645-164616016),none,Cca4g0781|XP_024973135|(18193017-18196618),Cti6g2703|CtAH06T0270300.1|(82540157-82544157),Eca7g0270|XP_043637242|(3489077-3491303),Cso2g0201|KAJ9559657.1|(2865061-2865306)
Asterales_Lsa_chr1_gene975,Lsa1g0975|XP_023761919|(36571263-36574473),none,Mmi5g0154|KAD6118778.1|(6718901-6724754),Han2g0215|XP_022011129|(12089428-12096583),none,Sre2g6116|Streb.2G061160.1|(178333184-178335495),Sre9g2086|Streb.9G020860.1|(40818466-40823524),Cca4g0782|XP_024972575|(18201239-18209270),Cti6g2702|CtAH06T0270200.1|(82488951-82497637),Eca7g0269|XP_043636455|(3481587-3486791),Cso1g3925|KAJ9568030.1|(100233200-100233793)
